,AD,AL,AT,AZ,BA,BE,BG,BY,HR,CY,CZ,DK,EE,FI,FR,DE,GR,HU,IE,IT,LV,LT,LU,MT,NL,PL,PT,RO,SK,SI,ES,SE,GB,GE,IS,KZ,LI,MD,MC,NO,RU,SM,RS,CH,TR,UA
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2020-02-26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,21.0,24.0,2.0,0.0,0.0,78.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,0.0
2020-02-27,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,19.0,46.0,1.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0,1.0,8.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0
2020-02-28,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,43.0,23.0,1.0,0.0,1.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0
2020-02-29,0.0,0.0,1.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,23.0,35.0,2.0,0.0,0.0,240.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,13.0,0.0,0.0
2020-03-01,1.0,0.0,4.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,48.0,43.0,0.0,0.0,0.0,566.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,20.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,12.0,0.0,0.0
2020-03-02,0.0,0.0,5.0,0.0,0.0,19.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,4.0,38.0,84.0,1.0,0.0,1.0,342.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,72.0,5.0,41.0,0.0,6.0,0.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,30.0,0.0,0.0
2020-03-03,0.0,0.0,6.0,0.0,2.0,34.0,0.0,5.0,1.0,0.0,2.0,3.0,0.0,6.0,21.0,157.0,1.0,2.0,4.0,466.0,0.0,0.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,85.0,13.0,57.0,0.0,5.0,0.0,0.0,0.0,0.0,31.0,0.0,7.0,0.0,33.0,0.0,1.0
2020-03-04,0.0,0.0,14.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,10.0,1.0,1.0,73.0,186.0,22.0,0.0,7.0,587.0,0.0,0.0,0.0,1.0,17.0,0.0,2.0,1.0,1.0,0.0,99.0,30.0,56.0,6.0,14.0,0.0,0.0,0.0,0.0,33.0,0.0,6.0,1.0,61.0,0.0,0.0
2020-03-05,0.0,0.0,9.0,3.0,0.0,81.0,0.0,0.0,1.0,0.0,3.0,2.0,7.0,7.0,138.0,187.0,14.0,2.0,5.0,769.0,0.0,0.0,1.0,2.0,40.0,4.0,3.0,6.0,0.0,5.0,190.0,25.0,49.0,0.0,8.0,0.0,0.0,1.0,0.0,33.0,1.0,2.0,0.0,62.0,0.0,0.0
2020-03-06,0.0,0.0,29.0,3.0,0.0,110.0,2.0,0.0,1.0,0.0,11.0,9.0,0.0,7.0,190.0,142.0,21.0,3.0,1.0,778.0,2.0,0.0,0.0,0.0,50.0,1.0,4.0,2.0,2.0,4.0,274.0,59.0,83.0,3.0,10.0,0.0,0.0,0.0,0.0,24.0,0.0,3.0,0.0,73.0,0.0,0.0
2020-03-07,0.0,2.0,23.0,0.0,0.0,27.0,2.0,0.0,0.0,0.0,7.0,48.0,0.0,9.0,336.0,105.0,18.0,1.0,2.0,1247.0,3.0,0.0,1.0,1.0,32.0,5.0,8.0,2.0,2.0,5.0,290.0,33.0,68.0,1.0,7.0,0.0,0.0,0.0,0.0,19.0,3.0,10.0,0.0,49.0,0.0,0.0
2020-03-08,0.0,0.0,28.0,0.0,0.0,64.0,0.0,0.0,0.0,2.0,6.0,210.0,0.0,17.0,177.0,347.0,0.0,1.0,3.0,1492.0,2.0,0.0,0.0,1.0,61.0,6.0,9.0,8.0,2.0,5.0,369.0,46.0,55.0,2.0,5.0,0.0,0.0,0.0,0.0,65.0,0.0,12.0,1.0,69.0,0.0,0.0
2020-03-09,0.0,8.0,22.0,0.0,0.0,94.0,0.0,3.0,2.0,0.0,6.0,255.0,3.0,54.0,286.0,595.0,5.0,3.0,10.0,1797.0,2.0,2.0,0.0,2.0,130.0,5.0,9.0,20.0,0.0,11.0,651.0,101.0,148.0,8.0,9.0,0.0,0.0,2.0,0.0,247.0,0.0,11.0,2.0,191.0,0.0,0.0
2020-03-10,0.0,5.0,55.0,0.0,3.0,99.0,3.0,3.0,5.0,4.0,25.0,206.0,2.0,76.0,372.0,757.0,10.0,1.0,9.0,977.0,6.0,0.0,0.0,5.0,123.0,9.0,2.0,19.0,3.0,17.0,1036.0,98.0,265.0,0.0,14.0,0.0,2.0,0.0,1.0,241.0,0.0,0.0,8.0,210.0,1.0,0.0
2020-03-11,0.0,8.0,109.0,0.0,0.0,174.0,16.0,0.0,0.0,0.0,31.0,41.0,3.0,60.0,497.0,991.0,18.0,3.0,27.0,2313.0,1.0,1.0,1.0,1.0,127.0,18.0,18.0,25.0,11.0,35.0,1346.0,196.0,403.0,2.0,24.0,2.0,1.0,1.0,0.0,175.0,13.0,4.0,0.0,333.0,0.0,0.0
2020-03-12,1.0,10.0,97.0,2.0,8.0,250.0,8.0,9.0,13.0,8.0,22.0,33.0,40.0,28.0,595.0,1464.0,73.0,9.0,20.0,2651.0,9.0,2.0,13.0,5.0,113.0,19.0,19.0,24.0,11.0,50.0,1811.0,151.0,484.0,0.0,16.0,4.0,1.0,4.0,1.0,206.0,14.0,13.0,2.0,357.0,0.0,2.0
2020-03-13,0.0,5.0,182.0,0.0,0.0,338.0,10.0,0.0,6.0,7.0,25.0,37.0,43.0,29.0,785.0,1302.0,38.0,6.0,39.0,2547.0,4.0,3.0,22.0,3.0,219.0,36.0,34.0,26.0,12.0,48.0,2179.0,152.0,478.0,5.0,20.0,0.0,2.0,0.0,4.0,147.0,0.0,0.0,32.0,431.0,4.0,0.0
2020-03-14,0.0,4.0,210.0,8.0,5.0,179.0,10.0,0.0,11.0,9.0,48.0,45.0,23.0,53.0,839.0,980.0,103.0,8.0,40.0,3497.0,4.0,3.0,18.0,9.0,173.0,21.0,57.0,23.0,17.0,36.0,2032.0,71.0,352.0,3.0,24.0,0.0,4.0,15.0,2.0,100.0,0.0,0.0,0.0,417.0,1.0,0.0
2020-03-15,12.0,9.0,198.0,0.0,1.0,214.0,11.0,15.0,8.0,10.0,109.0,74.0,75.0,52.0,923.0,2037.0,21.0,11.0,54.0,3590.0,26.0,7.0,0.0,8.0,270.0,52.0,76.0,33.0,11.0,35.0,2310.0,69.0,441.0,0.0,20.0,27.0,3.0,0.0,0.0,99.0,0.0,25.0,0.0,326.0,12.0,0.0
2020-03-16,25.0,4.0,226.0,0.0,2.0,387.0,19.0,0.0,8.0,0.0,85.0,76.0,25.0,47.0,1210.0,3033.0,35.0,0.0,69.0,3233.0,11.0,8.0,32.0,10.0,288.0,61.0,86.0,22.0,24.0,27.0,3264.0,83.0,602.0,1.0,25.0,0.0,5.0,7.0,0.0,180.0,59.0,2.0,26.0,1060.0,29.0,4.0
2020-03-17,0.0,4.0,346.0,9.0,14.0,422.0,11.0,0.0,16.0,18.0,67.0,83.0,22.0,90.0,1097.0,3598.0,31.0,23.0,74.0,3526.0,15.0,-26.0,108.0,5.0,347.0,49.0,117.0,43.0,8.0,10.0,4483.0,119.0,783.0,0.0,53.0,2.0,6.0,6.0,0.0,176.0,0.0,5.0,22.0,1082.0,51.0,7.0
2020-03-18,36.0,5.0,372.0,0.0,9.0,534.0,13.0,0.0,24.0,0.0,110.0,106.0,28.0,99.0,1404.0,4057.0,46.0,12.0,191.0,4207.0,23.0,0.0,147.0,11.0,396.0,68.0,194.0,43.0,19.0,32.0,4786.0,145.0,980.0,4.0,78.0,11.0,9.0,13.0,3.0,213.0,54.0,17.0,29.0,1206.0,93.0,2.0
2020-03-19,19.0,6.0,455.0,6.0,48.0,713.0,22.0,0.0,23.0,9.0,206.0,102.0,28.0,87.0,1861.0,4056.0,31.0,18.0,126.0,5322.0,12.0,6.0,136.0,9.0,533.0,70.0,143.0,17.0,14.0,23.0,5880.0,143.0,1040.0,10.0,77.0,7.0,2.0,31.0,6.0,239.0,52.0,25.0,50.0,834.0,168.0,10.0
2020-03-20,39.0,6.0,509.0,19.0,33.0,662.0,36.0,40.0,78.0,17.0,124.0,48.0,13.0,87.0,1617.0,3357.0,35.0,28.0,102.0,5986.0,15.0,23.0,168.0,17.0,637.0,111.0,235.0,31.0,41.0,26.0,6530.0,180.0,1253.0,6.0,60.0,4.0,8.0,0.0,0.0,308.0,54.0,24.0,46.0,1139.0,311.0,15.0
2020-03-21,1.0,22.0,548.0,0.0,6.0,469.0,22.0,5.0,48.0,11.0,159.0,62.0,41.0,78.0,1847.0,2265.0,94.0,36.0,121.0,6557.0,44.0,28.0,119.0,17.0,605.0,98.0,260.0,59.0,7.0,38.0,5794.0,136.0,1183.0,7.0,91.0,5.0,2.0,14.0,2.0,174.0,53.0,12.0,3.0,690.0,277.0,6.0
2020-03-22,31.0,6.0,618.0,19.0,33.0,486.0,16.0,0.0,61.0,21.0,115.0,131.0,13.0,84.0,2230.0,3732.0,71.0,20.0,219.0,5560.0,17.0,30.0,21.0,3.0,553.0,115.0,320.0,66.0,19.0,34.0,5327.0,118.0,1361.0,9.0,22.0,10.0,2.0,15.0,2.0,148.0,132.0,0.0,27.0,547.0,289.0,26.0
2020-03-23,48.0,19.0,687.0,0.0,9.0,1328.0,19.0,0.0,67.0,8.0,126.0,138.0,24.0,99.0,3167.0,4878.0,48.0,39.0,204.0,4789.0,24.0,24.0,219.0,19.0,749.0,152.0,460.0,143.0,12.0,36.0,8208.0,182.0,2289.0,7.0,67.0,10.0,3.0,40.0,1.0,296.0,57.0,21.0,135.0,1462.0,293.0,0.0
2020-03-24,18.0,23.0,723.0,15.0,33.0,1195.0,22.0,5.0,60.0,8.0,185.0,151.0,74.0,104.0,2446.0,5680.0,92.0,35.0,235.0,5249.0,23.0,55.0,173.0,5.0,843.0,150.0,302.0,186.0,10.0,50.0,9726.0,230.0,2353.0,3.0,106.0,15.0,2.0,0.0,0.0,313.0,163.0,10.0,0.0,1242.0,343.0,24.0
2020-03-25,58.0,28.0,754.0,6.0,20.0,1199.0,22.0,8.0,53.0,14.0,292.0,170.0,55.0,507.0,2931.0,5901.0,57.0,39.0,255.0,5210.0,36.0,16.0,149.0,5.0,1007.0,170.0,633.0,144.0,43.0,36.0,10141.0,314.0,2666.0,3.0,42.0,53.0,5.0,50.0,3.0,292.0,182.0,5.0,73.0,1068.0,561.0,48.0
2020-03-26,32.0,12.0,1056.0,29.0,36.0,1363.0,29.0,0.0,91.0,16.0,259.0,215.0,37.0,139.0,3922.0,5981.0,74.0,43.0,302.0,6153.0,25.0,44.0,201.0,10.0,1167.0,168.0,549.0,123.0,23.0,70.0,10116.0,286.0,3039.0,7.0,87.0,78.0,4.0,0.0,6.0,298.0,196.0,5.0,71.0,1114.0,1196.0,11.0
2020-03-27,20.0,11.0,807.0,25.0,56.0,1518.0,38.0,0.0,71.0,17.0,377.0,200.0,64.0,76.0,3809.0,4720.0,95.0,65.0,294.0,5959.0,42.0,36.0,152.0,2.0,1146.0,249.0,724.0,263.0,22.0,52.0,9098.0,365.0,3154.0,8.0,70.0,56.0,1.0,32.0,1.0,262.0,228.0,0.0,131.0,1305.0,2069.0,81.0
2020-03-28,29.0,15.0,617.0,17.0,34.0,844.0,15.0,0.0,56.0,35.0,263.0,127.0,40.0,138.0,4611.0,3077.0,95.0,39.0,210.0,5974.0,29.0,17.0,97.0,5.0,1092.0,224.0,902.0,160.0,22.0,46.0,7101.0,300.0,2774.0,5.0,56.0,0.0,1.0,32.0,2.0,166.0,270.0,2.0,82.0,722.0,1704.0,74.0
2020-03-29,6.0,11.0,547.0,26.0,54.0,683.0,13.0,58.0,77.0,16.0,159.0,309.0,32.0,55.0,2599.0,4120.0,56.0,45.0,285.0,5217.0,22.0,73.0,33.0,13.0,873.0,193.0,792.0,308.0,27.0,26.0,5095.0,280.0,2818.0,12.0,66.0,28.0,1.0,90.0,1.0,106.0,303.0,6.0,44.0,432.0,1815.0,107.0
2020-03-30,20.0,20.0,673.0,83.0,51.0,1738.0,40.0,40.0,77.0,32.0,184.0,254.0,31.0,95.0,4376.0,6061.0,102.0,33.0,325.0,4050.0,48.0,44.0,136.0,19.0,834.0,256.0,446.0,192.0,37.0,46.0,8008.0,416.0,4195.0,6.0,51.0,36.0,4.0,70.0,1.0,264.0,500.0,1.0,115.0,1307.0,1610.0,62.0
2020-03-31,0.0,16.0,550.0,25.0,0.0,1681.0,23.0,0.0,96.0,58.0,306.0,279.0,57.0,71.0,7578.0,6257.0,101.0,60.0,212.0,4053.0,12.0,73.0,86.0,7.0,1008.0,243.0,1035.0,293.0,26.0,39.0,7927.0,474.0,4463.0,0.0,83.0,38.0,4.0,0.0,3.0,208.0,440.0,0.0,160.0,1132.0,2704.0,165.0
2020-04-01,33.0,18.0,548.0,61.0,56.0,1516.0,35.0,62.0,48.0,36.0,283.0,380.0,79.0,62.0,4861.0,6549.0,129.0,38.0,402.0,4782.0,35.0,58.0,119.0,7.0,1083.0,392.0,808.0,215.0,24.0,56.0,7064.0,486.0,4891.0,27.0,99.0,49.0,3.0,168.0,3.0,198.0,0.0,9.0,111.0,1013.0,2148.0,149.0
2020-04-02,13.0,27.0,438.0,41.0,54.0,1478.0,28.0,0.0,68.0,40.0,268.0,471.0,93.0,72.0,2116.0,6191.0,69.0,55.0,424.0,4668.0,16.0,43.0,109.0,11.0,1020.0,437.0,783.0,278.0,21.0,37.0,6908.0,554.0,4824.0,9.0,45.0,25.0,1.0,0.0,4.0,198.0,771.0,7.0,305.0,877.0,2456.0,103.0
2020-04-03,24.0,29.0,411.0,43.0,52.0,1694.0,18.0,186.0,47.0,30.0,333.0,293.0,74.0,97.0,5233.0,4338.0,60.0,55.0,331.0,4585.0,24.0,46.0,87.0,14.0,1002.0,244.0,852.0,445.0,14.0,43.0,6822.0,602.0,4853.0,13.0,54.0,71.0,1.0,161.0,1.0,164.0,601.0,7.0,148.0,928.0,2786.0,175.0
2020-04-04,57.0,28.0,253.0,69.0,29.0,922.0,28.0,122.0,56.0,20.0,283.0,157.0,63.0,267.0,4267.0,2536.0,62.0,11.0,390.0,4805.0,9.0,31.0,59.0,14.0,1099.0,475.0,638.0,430.0,49.0,20.0,4673.0,357.0,3976.0,18.0,70.0,73.0,0.0,112.0,3.0,88.0,582.0,7.0,284.0,486.0,3013.0,153.0
2020-04-05,17.0,16.0,183.0,72.0,46.0,665.0,18.0,138.0,40.0,19.0,117.0,423.0,11.0,45.0,1873.0,3660.0,20.0,73.0,865.0,4316.0,6.0,40.0,31.0,52.0,945.0,311.0,754.0,251.0,47.0,24.0,3147.0,340.0,3556.0,7.0,74.0,66.0,0.0,101.0,1.0,72.0,658.0,11.0,292.0,281.0,3135.0,26.0
2020-04-06,11.0,6.0,306.0,57.0,84.0,1934.0,28.0,161.0,60.0,29.0,236.0,345.0,42.0,249.0,3912.0,5185.0,77.0,78.0,365.0,3599.0,29.0,33.0,59.0,6.0,782.0,435.0,452.0,193.0,101.0,34.0,5398.0,389.0,5273.0,13.0,24.0,39.0,1.0,91.0,2.0,159.0,954.0,2.0,247.0,928.0,3148.0,68.0
2020-04-07,15.0,17.0,289.0,76.0,25.0,1515.0,16.0,205.0,61.0,32.0,196.0,294.0,36.0,132.0,3777.0,5277.0,52.0,85.0,464.0,3039.0,12.0,50.0,61.0,38.0,959.0,357.0,712.0,360.0,19.0,36.0,5324.0,739.0,5477.0,6.0,30.0,18.0,0.0,118.0,0.0,140.0,1154.0,29.0,219.0,714.0,3892.0,143.0
2020-04-08,23.0,9.0,290.0,105.0,54.0,1598.0,31.0,0.0,64.0,38.0,294.0,136.0,23.0,179.0,3881.0,4909.0,71.0,210.0,705.0,3836.0,23.0,38.0,64.0,13.0,1208.0,370.0,699.0,344.0,14.0,33.0,5488.0,654.0,5146.0,16.0,32.0,75.0,1.0,115.0,3.0,106.0,2634.0,36.0,201.0,612.0,4117.0,206.0
2020-04-09,13.0,7.0,276.0,104.0,42.0,2239.0,11.0,915.0,88.0,31.0,257.0,140.0,51.0,118.0,4286.0,3355.0,54.0,120.0,696.0,4204.0,18.0,39.0,57.0,20.0,1327.0,380.0,815.0,441.0,13.0,36.0,4613.0,645.0,4875.0,3.0,27.0,57.0,0.0,149.0,6.0,103.0,1786.0,0.0,238.0,560.0,4056.0,224.0
2020-04-10,20.0,17.0,357.0,65.0,36.0,2336.0,26.0,245.0,39.0,21.0,163.0,139.0,46.0,164.0,4342.0,2884.0,72.0,100.0,839.0,3951.0,21.0,33.0,35.0,8.0,1301.0,401.0,1516.0,265.0,14.0,28.0,4443.0,454.0,4327.0,19.0,14.0,38.0,0.0,122.0,0.0,68.0,1667.0,12.0,275.0,310.0,4747.0,335.0
2020-04-11,17.0,13.0,203.0,67.0,65.0,1029.0,14.0,352.0,66.0,17.0,170.0,156.0,5.0,136.0,3114.0,1868.0,33.0,48.0,727.0,4694.0,2.0,19.0,7.0,6.0,1171.0,318.0,515.0,523.0,27.0,17.0,3075.0,395.0,3585.0,14.0,12.0,82.0,1.0,102.0,1.0,110.0,2186.0,0.0,250.0,258.0,5138.0,284.0
2020-04-12,12.0,21.0,111.0,40.0,30.0,524.0,10.0,341.0,50.0,29.0,89.0,156.0,17.0,69.0,1613.0,1598.0,31.0,54.0,992.0,4092.0,4.0,6.0,12.0,9.0,959.0,260.0,598.0,310.0,66.0,7.0,2379.0,464.0,3507.0,30.0,10.0,112.0,0.0,50.0,0.0,77.0,2558.0,15.0,424.0,219.0,4789.0,290.0
2020-04-13,8.0,8.0,87.0,50.0,53.0,537.0,28.0,362.0,54.0,33.0,68.0,258.0,45.0,90.0,2673.0,2466.0,25.0,67.0,831.0,3153.0,9.0,18.0,3.0,6.0,862.0,268.0,349.0,333.0,28.0,8.0,3127.0,437.0,4203.0,10.0,9.0,184.0,0.0,222.0,0.0,77.0,2774.0,1.0,411.0,245.0,4093.0,303.0
2020-04-14,14.0,19.0,150.0,49.0,27.0,1560.0,34.0,447.0,37.0,20.0,82.0,198.0,27.0,97.0,5497.0,3325.0,22.0,73.0,1069.0,2972.0,9.0,27.0,59.0,13.0,730.0,380.0,514.0,246.0,114.0,27.0,3997.0,479.0,4335.0,30.0,7.0,20.0,0.0,115.0,0.0,122.0,3388.0,21.0,408.0,424.0,4062.0,316.0
2020-04-15,21.0,24.0,129.0,56.0,57.0,1633.0,53.0,476.0,50.0,20.0,160.0,178.0,34.0,76.0,2633.0,3420.0,15.0,111.0,724.0,2667.0,7.0,26.0,33.0,10.0,1069.0,336.0,643.0,337.0,72.0,21.0,3706.0,604.0,5070.0,34.0,12.0,185.0,0.0,105.0,0.0,103.0,3448.0,33.0,445.0,327.0,4281.0,344.0
2020-04-16,9.0,21.0,112.0,30.0,32.0,1674.0,46.0,575.0,23.0,0.0,132.0,168.0,25.0,132.0,2641.0,3046.0,17.0,71.0,709.0,3786.0,30.0,49.0,25.0,4.0,1234.0,461.0,750.0,491.0,40.0,36.0,3417.0,623.0,5292.0,15.0,15.0,66.0,1.0,110.0,1.0,80.0,4070.0,0.0,372.0,321.0,4801.0,397.0
2020-04-17,1.0,9.0,99.0,57.0,69.0,1394.0,32.0,510.0,18.0,26.0,116.0,104.0,53.0,120.0,405.0,2107.0,11.0,82.0,778.0,3493.0,15.0,93.0,44.0,1.0,1186.0,363.0,181.0,360.0,72.0,13.0,3462.0,689.0,4977.0,9.0,6.0,81.0,0.0,87.0,0.0,108.0,4785.0,29.0,304.0,290.0,4353.0,501.0
2020-04-18,13.0,14.0,60.0,33.0,17.0,722.0,37.0,518.0,39.0,6.0,105.0,111.0,16.0,192.0,2569.0,1377.0,0.0,68.0,493.0,3491.0,12.0,21.0,15.0,4.0,1023.0,545.0,663.0,351.0,12.0,13.0,2182.0,532.0,4744.0,5.0,11.0,141.0,0.0,121.0,0.0,49.0,6060.0,6.0,324.0,145.0,3783.0,444.0
2020-04-19,1.0,22.0,47.0,25.0,24.0,443.0,14.0,457.0,10.0,5.0,92.0,213.0,7.0,102.0,785.0,1711.0,10.0,114.0,401.0,3047.0,9.0,26.0,3.0,12.0,748.0,306.0,521.0,328.0,26.0,5.0,1445.0,388.0,3881.0,9.0,2.0,84.0,0.0,76.0,0.0,36.0,4268.0,1.0,312.0,86.0,3977.0,343.0
